Date of Sale (dd/mm/yyyy),Address,Postal Code,County, Price ,Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
18/07/2018,"4 BOOTERSTOWN HALL, BOOTERSTOWN AVE, DUBLIN",,Dublin,435000.00,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"4 THE AVENUE WOOD PARK, BALLINTER, DUBLIN 16",Dublin 16,Dublin,570000.00,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"40 MONASTERY HEATH COURT, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,185000.00,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"41 MONASTERY HEATH COURT, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,185000.00,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"42 Cuil Duin Walk, Cuil Duin, Citywest",Dublin 24,Dublin,264317.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
18/07/2018,"42 MONASTERY HEATH COURT, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,185000.00,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"44 CROMCASTLE DRIVE, KILMORE ROAD, DUBLIN 5",Dublin 5,Dublin,195000.00,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"47 Terenure Gate, Terenure Road West, Dublin 6",Dublin 6w,Dublin,700440.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
18/07/2018,"49 CROSBIES YARD, OSSORY RD, DUBLIN 3",Dublin 3,Dublin,320000.00,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"5 DRYNAM GROVE DRYNAM HALL, KINSEALY, DUBLIN",Dublin 17,Dublin,330000.00,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"5 GREENVILLE PARADE, DUBLIN 8, DUBLIN",Dublin 8,Dublin,450000.00,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"5 QUARRYFIELD COURT, KNOCKMEENAGH LANE, CLONDALKIN DUBLIN 22",Dublin 22,Dublin,170000.00,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"50 FERNHILL RD, MANOR, TERENURE DUBLIN 12",,Dublin,530000.00,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"51 Hamilton Hall, Barnageeragh Cove, Skerries",,Dublin,378855.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
18/07/2018,"52 BROOKLAWN APTS, STRANDVILLE AVE EAST, CLONTARF",Dublin 5,Dublin,275000.00,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"53 Ashfield Avenue, Ridgewood, Forrest Road",,Dublin,343612.33,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
18/07/2018,"54 MONASTERY HEATH COURT, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,185000.00,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"56 CHAPEL FARM AVE, CHAPEL FARM, LUSK",,Dublin,250000.00,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"58 SLIEVE RUA DR, KILMACUD, STILLORGAN",,Dublin,805000.00,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"59 DRUMCLIFFE RD, CABRA, DUBLIN 7",Dublin 7,Dublin,345000.00,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"59 ST PATRICKS PARK, STEPASIDE, DUBLIN 18",Dublin 18,Dublin,495000.00,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"62 CAIRNBROOK AVE, CARRICKMINES, DUBLIN 18",Dublin 18,Dublin,480000.00,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"62 COOLEY RD, DRIMNAGH, DUBLIN 12",Dublin 12,Dublin,265000.00,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"62 PARK VIEW, RATHBORNE, ASHTOWN DUBLIN 15",Dublin 15,Dublin,295000.00,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"63 LISMORE ROAD, KIMMAGE, DUBLIN 12",Dublin 12,Dublin,261000.00,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"64 HEATHERVIEW DR, AYLESBURY, TALLAGHT DUBLIN 24",Dublin 24,Dublin,292000.00,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"7 Ballycullen Green, Old Court Road, Ballycullen",Dublin 24,Dublin,361233.50,No,Yes,New Dwelling house /Apartment,less than 38 sq metres
18/07/2018,"7 Citywest Village Green West, Citywest Village, Citywest",,Dublin,279735.68,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
18/07/2018,"7 Clonrath Green, Clonrath, Skerries Road",,Dublin,286344.00,No,Yes,New Dwelling house /Apartment,less than 38 sq metres
18/07/2018,"7 SHACKLETON GROVE, SHACKLETON PARK, LUCAN",,Dublin,281938.32,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
18/07/2018,"71 Ardilea Crescent, Heidelberg, Ardilea",Dublin 14,Dublin,475770.92,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
18/07/2018,"74 FOSTER AVE, MOUNT MERRION, BLACKROCK",,Dublin,1275000.00,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"75 CROMWELSFORT RD, WALKINSTOWN, DUBLIN 12",Dublin 12,Dublin,415000.00,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"76 CHARLESTOWN PARK, ST MARGARETS RD, DUBLIN 11",Dublin 11,Dublin,340000.00,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"8 LIFFEY WALK, LIFFEY ST, DUBLIN 1",Dublin 1,Dublin,305000.00,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"8 MONASTERY HEATH SQ, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,290000.00,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"82 GRACE PARK MEADOWS, DUBLIN 9, DUBLIN",Dublin 9,Dublin,430000.00,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"9 Clonskeagh Road, Clonskeagh Road, Dublin 6",Dublin 6,Dublin,1850000.00,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"9 OSPREY LAWN, TEMPLEOGUE, DUBLIN 6W",,Dublin,525000.00,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"APARTMENT 72 BROOKVILLE PARK, COOLOCK, DUBLIN 17",Dublin 5,Dublin,220000.00,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"APT 2, 44 PHILIPSBURGH AVE, FAIRVIEW",Dublin 3,Dublin,255000.00,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"APT 4, STEWART HOUSE, PARNELL ST DUBLIN 1",Dublin 1,Dublin,216666.66,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"APT 5, STEWART HOUSE, PARNELL ST DUBLIN 1",Dublin 1,Dublin,216666.00,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"APT 603, CUBES 2, BEACON SOUTH QUARTER",Dublin 18,Dublin,275000.00,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"APT 7, 32 COOK ST, DUBLIN 8",Dublin 8,Dublin,320000.00,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"APT 8, STEWART HOUSE, PARNELL ST DUBLIN 1",Dublin 1,Dublin,216666.00,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"ARDMORE, 34 AILESBURY RD, BALLSBRIDGE DUBLIN 4",Dublin 4,Dublin,4875000.00,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"NO 5  CORN EXCHANGE, POOLABEG STREET, DUBLIN 2",Dublin 2,Dublin,330000.00,No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"NO. 1, ABBEY PARK, KILLESTER",,Dublin,341000.00,No,No,Second-Hand Dwelling house /Apartment,
19/07/2018,"10 BALLYCULLEN GREEN, OLDCOURT ROAD, BALLYCULLEN",Dublin 24,Dublin,329268.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
19/07/2018,"10 SEABURY APTS, SYNDEY PARADE AVE, DUBLIN 4",Dublin 4,Dublin,535000.00,No,No,Second-Hand Dwelling house /Apartment,
19/07/2018,"106 THORNFIELD SQ, WATERY LANE, CLONDALKIN DUBLIN 22",Dublin 22,Dublin,145000.00,No,No,Second-Hand Dwelling house /Apartment,
19/07/2018,"108 WYCKHAM POINT, WYCKHAM WAY, DUNDRUM",Dublin 16,Dublin,445000.00,No,No,Second-Hand Dwelling house /Apartment,
19/07/2018,"11 WHITECHURCH VIEW, BALLYBODEN, DUBLIN 16",Dublin 16,Dublin,297000.00,No,No,Second-Hand Dwelling house /Apartment,
19/07/2018,"12 Ballycullen View, Ballycullen, Dublin 24",Dublin 24,Dublin,356828.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
19/07/2018,"12 Bramley Hall, Diswellstown, Castleknock",,Dublin,293392.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
19/07/2018,"12 EARLSFORT GREEN, LUCAN, DUBLIN",,Dublin,278000.00,No,No,Second-Hand Dwelling house /Apartment,
19/07/2018,"12 Elder Heath Crescent, Elder Heath, Kiltipper Road",Dublin 24,Dublin,264317.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
19/07/2018,"12 Warrencourt Apartments, Warrenhouse Road, Baldoyle",Dublin 13,Dublin,295154.19,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
19/07/2018,"129 BRIAN RD, MARINO, DUBLIN 3",Dublin 3,Dublin,412000.00,No,No,Second-Hand Dwelling house /Apartment,
19/07/2018,"13 BELFRY AVE, CITYWEST, DUBLIN 24",Dublin 24,Dublin,315000.00,No,No,Second-Hand Dwelling house /Apartment,
19/07/2018,"13 Bramley Hall, Diswellstown, Castleknock",Dublin 15,Dublin,299559.00,No,Yes,New Dwelling house /Apartment,less than 38 sq metres
19/07/2018,"13 ORCHARD SQ, CLONSKEAGH, DUBLIN 14",Dublin 14,Dublin,385000.00,No,No,Second-Hand Dwelling house /Apartment,
19/07/2018,"141 GRIFFITH RD, FINGLAS EAST, DUBLIN 11",Dublin 11,Dublin,235000.00,No,No,Second-Hand Dwelling house /Apartment,
19/07/2018,"158 LISMORE RD, CRUMLIN, DUBLIN 12",Dublin 12,Dublin,283000.00,No,No,Second-Hand Dwelling house /Apartment,
19/07/2018,"16 NUGENT ROAD, CHURCHTOWN, DUBLIN 14",Dublin 14,Dublin,570000.00,No,No,Second-Hand Dwelling house /Apartment,
19/07/2018,"16 QUAY ST, BALBRIGGAN, DUBLIN",,Dublin,173000.00,No,No,Second-Hand Dwelling house /Apartment,
19/07/2018,"18 HUNTERS HILL HUNTERSWOOD, BALLYCULLEN DUBLIN 24, DUBLIN",Dublin 24,Dublin,365500.00,No,No,Second-Hand Dwelling house /Apartment,
19/07/2018,"19 MUCKROSS GREEN, PERRYSTOWN, DUBLIN 12",Dublin 12,Dublin,426000.00,No,No,Second-Hand Dwelling house /Apartment,
19/07/2018,"2 PORTABELLOWHARF, WINDSOR TERRACE, PORTOBELLO DUBLIN 8",Dublin 8,Dublin,520000.00,No,No,Second-Hand Dwelling house /Apartment,
19/07/2018,"21, NORTH GREAT CHARLES ST, DUBLIN 1",Dublin 15,Dublin,700000.00,No,No,Second-Hand Dwelling house /Apartment,
19/07/2018,"22 Grace Park Grove, Grace Park Wood, Drumcondra",Dublin 9,Dublin,462555.06,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
19/07/2018,"22 HOMELAWN GARDENS, TALLAGHT, DUBLIN 24",Dublin 24,Dublin,215000.00,No,No,Second-Hand Dwelling house /Apartment,
19/07/2018,"23 PORTOBELLO DOCK, PORTOBELLO HARBOUR, DUBLIN 8",Dublin 8,Dublin,440000.00,No,No,Second-Hand Dwelling house /Apartment,
19/07/2018,"24 MUILEANN CLOSE, KETTLES LANE, KINSEALY",,Dublin,321585.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
19/07/2018,"24 WINDSOR COURT, STRADBROOK RD, BLACKROCK",,Dublin,426000.00,No,No,Second-Hand Dwelling house /Apartment,
19/07/2018,"253 ORWELL PARK GLADE, TEMPLEOGUE, DUBLIN 6W",,Dublin,615000.00,No,No,Second-Hand Dwelling house /Apartment,
19/07/2018,"26 CARNDONAGH RD, DONAGHMEDE, DUBLIN 13",Dublin 13,Dublin,308526.13,No,No,Second-Hand Dwelling house /Apartment,
19/07/2018,"29 BURTON HOUSE, LOWER MAYOR ST, I F S C DUBLIN 1",Dublin 1,Dublin,450000.00,No,No,Second-Hand Dwelling house /Apartment,
19/07/2018,"29 Park Terrace North, Belltree, Clongriffin",,Dublin,339207.04,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
19/07/2018,"3 BOROIMHE BEECH, SWORDS, DUBLIN",,Dublin,225000.00,No,No,Second-Hand Dwelling house /Apartment,
19/07/2018,"3 CORDUFF COTTAGES, OLD CORDUFF RD, BLANCHARDSTOWN DUBLIN 15",Dublin 15,Dublin,224500.00,No,No,Second-Hand Dwelling house /Apartment,
19/07/2018,"3 WESTBROOK PARK, LUCAN, HILLCREST",,Dublin,335000.00,No,No,Second-Hand Dwelling house /Apartment,
19/07/2018,"30 WOODSTOWN HEIGHTS, KNOCKLYON, DUBLIN 16",Dublin 16,Dublin,445000.00,No,No,Second-Hand Dwelling house /Apartment,
19/07/2018,"33 Hazelbrook, Kinsealy Lane, Malahide",,Dublin,581497.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
19/07/2018,"34 CLONFERT RD, KIMMAGE, DUBLIN 12",Dublin 12,Dublin,315000.00,No,No,Second-Hand Dwelling house /Apartment,
19/07/2018,"34 ST JOHNS WOOD, CASTLE AVE, CLONTARF DUBLIN 3",Dublin 3,Dublin,670000.00,No,No,Second-Hand Dwelling house /Apartment,
19/07/2018,"35 DROMARD RD, DRIMNAGH, DUBLIN 12",Dublin 12,Dublin,310000.00,Yes,No,Second-Hand Dwelling house /Apartment,
19/07/2018,"35 Wilkins Court, limekiln Lane",Dublin 12,Dublin,414096.91,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
19/07/2018,"38 WIKEFORD HALL, THORNLEIGH RD, APPLEWOOD VILLAGE",,Dublin,173621.20,No,No,Second-Hand Dwelling house /Apartment,
19/07/2018,"39 ABBEYWOOD AVE, THE OAKS LUCAN, DUBLIN",,Dublin,301000.00,No,No,Second-Hand Dwelling house /Apartment,
19/07/2018,"39 WESTBOURNE PARK, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,255000.00,No,No,Second-Hand Dwelling house /Apartment,
19/07/2018,"4 Citywest Village Green West, Citywest Village, Citywest",,Dublin,279735.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
19/07/2018,"4 Hawthorn Walk, Bird Avenue, Clonskeagh",,Dublin,444934.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
19/07/2018,"4 SWILLY RD, CABRA WEST, DUBLIN 7",Dublin 7,Dublin,329000.00,No,No,Second-Hand Dwelling house /Apartment,
19/07/2018,"4 Terenure Gate, Terenure",Dublin 6,Dublin,722500.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
19/07/2018,"4 TRAVERSLEA CLOSE, GLENAGEARY, DUBLIN",,Dublin,1350000.00,No,No,Second-Hand Dwelling house /Apartment,
19/07/2018,"4 VICTORIA MEWS, CLONTARF, DUBLIN 3",,Dublin,656000.00,No,No,Second-Hand Dwelling house /Apartment,
19/07/2018,"4 WHITWORTH TERRACE, DRUMCONDRA, DUBLIN 3",Dublin 3,Dublin,413600.00,No,No,Second-Hand Dwelling house /Apartment,
19/07/2018,"41 BARNWALL COURT, HAMLET LANE, BALBRIGGAN",,Dublin,177000.00,No,No,Second-Hand Dwelling house /Apartment,
19/07/2018,"45 BELGARD TOWER, BELGARD SQ, TALLAGHT",Dublin 24,Dublin,210000.00,No,No,Second-Hand Dwelling house /Apartment,
19/07/2018,"45 WOODBROOK SQ, RIVERWOOD RD, DUBLIN 15",Dublin 15,Dublin,280000.00,No,No,Second-Hand Dwelling house /Apartment,
19/07/2018,"47 Cuil Duin Way, Cuil Duin, Citywest",Dublin 24,Dublin,277533.04,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
19/07/2018,"48 CLONLEA, BALLINTEER, DUBLIN 16",Dublin 16,Dublin,585000.00,No,No,Second-Hand Dwelling house /Apartment,
19/07/2018,"48 Cuil Duin Walk, Citywest",Dublin 24,Dublin,286343.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
19/07/2018,"48 MOUNT DRUMMOND AVE, HAROLDS CROSS, DUBLIN 6W",Dublin 6,Dublin,285000.00,No,No,Second-Hand Dwelling house /Apartment,
19/07/2018,"48 TEMPLEROAN AVE, KNOCKLYON, DUBLIN 16",Dublin 16,Dublin,735005.00,No,No,Second-Hand Dwelling house /Apartment,
19/07/2018,"5 CAMAC COURT, INCHICORE RD, KILMAINHAM DUBLIN 8",Dublin 8,Dublin,270000.00,No,No,Second-Hand Dwelling house /Apartment,
19/07/2018,"5 VILLIERS RD, RATHGAR, DUBLIN 6",,Dublin,1227890.00,No,No,Second-Hand Dwelling house /Apartment,
19/07/2018,"6 CITYWEST VILLAGE GREEN WEST, CITYWEST VILLAGE, CITYWEST",Dublin 24,Dublin,279735.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
19/07/2018,"62 CARLINGFORD ROAD, DRUMCONDRA, DUBLIN 9",,Dublin,325000.00,No,No,Second-Hand Dwelling house /Apartment,
19/07/2018,"62 CHERRYWOOD DR, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,275000.00,No,No,Second-Hand Dwelling house /Apartment,
19/07/2018,"69 CYPRESS GROVE RD, TEMPLEOGUE, DUBLIN 6W",,Dublin,585000.00,No,No,Second-Hand Dwelling house /Apartment,
19/07/2018,"7 CORBALLY RISE, WESTBROOK GLEN DUBLIN 24, DUBLIN",Dublin 24,Dublin,265000.00,No,No,Second-Hand Dwelling house /Apartment,
19/07/2018,"71 KINCORA DR, CLONTARF, DUBLIN 3",Dublin 3,Dublin,725000.00,No,No,Second-Hand Dwelling house /Apartment,
19/07/2018,"78 Beechwood Gate, Beechwood, Hansfield",Dublin 15,Dublin,336344.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
19/07/2018,"8 CABINTEELY WOOD, CABINTEELY, DUBLIN 18",Dublin 18,Dublin,610000.00,No,No,Second-Hand Dwelling house /Apartment,
19/07/2018,"8 Citywest Village Green West, Citywest Village, Citywest",Dublin 24,Dublin,279735.68,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
19/07/2018,"8 TAMARISK CLOSE, KILNAMANAGH, TALLAGHT DUBLIN 24",Dublin 24,Dublin,280000.00,No,No,Second-Hand Dwelling house /Apartment,
19/07/2018,"87 ELM MOUNT AVE, BEAUMONT, DUBLIN 9",Dublin 9,Dublin,398000.00,No,No,Second-Hand Dwelling house /Apartment,
19/07/2018,"9 Ballycullen Green, Oldcourt Road, Ballycullen",Dublin 24,Dublin,361233.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
19/07/2018,"9 Kings Walk, Belltree Park, Clongriffin",,Dublin,350000.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
19/07/2018,"9 Muileann Close, Kettle's Lane, Kinsealy",,Dublin,321585.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
19/07/2018,"92 Stepaside Park, Stepaside, Dublin 18",,Dublin,731278.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
19/07/2018,"APT 17, BERESFORD HOUSE, CUSTOM HOUSE SQ DUBLIN 1",Dublin 1,Dublin,260000.00,No,No,Second-Hand Dwelling house /Apartment,
19/07/2018,"APT 1, 30 KENILWORTH SQUARE, RATHGAR",,Dublin,310000.00,No,No,Second-Hand Dwelling house /Apartment,
19/07/2018,"APT 34, SMITHFIELD MARKET, BLOCK C DUBLIN 1",,Dublin,400000.00,No,No,Second-Hand Dwelling house /Apartment,
19/07/2018,"APT 505, KILMAINHAM SQ, INCHICORE RD DUBLIN 8",Dublin 8,Dublin,352500.00,No,No,Second-Hand Dwelling house /Apartment,
19/07/2018,"CARRIG BAN, BALLYKEA, LOUGHSHINNY",,Dublin,245000.00,No,No,Second-Hand Dwelling house /Apartment,
19/07/2018,"EAGLE LODGE, 27 29 SYDNEY AVE, BLACKROCK",,Dublin,3650000.00,No,No,Second-Hand Dwelling house /Apartment,
19/07/2018,"Firmain, Golf Road, Rush",,Dublin,350000.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
19/07/2018,"ROSENBERG, SILCHESTER RD, GLENAGEARY",,Dublin,2700000.00,No,No,Second-Hand Dwelling house /Apartment,
19/07/2018,"TOPLOJ, SLADEMORE, BRITTAS",Dublin 24,Dublin,448000.00,No,No,Second-Hand Dwelling house /Apartment,
20/07/2018,"1 DUN EMER PLACE, LUSK, DUBLIN",,Dublin,290000.00,No,No,Second-Hand Dwelling house /Apartment,
20/07/2018,"1 FARMLEIGH VIEW, CASTLEKNOCK, DUBLIN",Dublin 15,Dublin,500000.00,No,No,Second-Hand Dwelling house /Apartment,
20/07/2018,"1 THE VALE, SKERRIES, DUBLIN",,Dublin,380100.00,No,No,Second-Hand Dwelling house /Apartment,
20/07/2018,"1 THE WATERFRONT, HANOVER QUAY, DUBLIN 2",Dublin 2,Dublin,360000.00,No,No,Second-Hand Dwelling house /Apartment,
20/07/2018,"10 HOLYWELL HEIGHTS, FELTRIM RD SWORDS, DUBLIN",,Dublin,255000.00,No,No,Second-Hand Dwelling house /Apartment,
20/07/2018,"10 RATHMILL MEADOWS, RATHMILL MANOR, RATHCOOLE",,Dublin,333920.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
20/07/2018,"100 Ballygossan Park, Golf Links Road, Skerries",,Dublin,334801.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
20/07/2018,"11 BARONS HALL LODGE, BALBRIGGAN, DUBLIN",,Dublin,130000.00,No,No,Second-Hand Dwelling house /Apartment,
20/07/2018,"11 DRYNAM RISE, DRYNHAM HALL, KINSEALY",,Dublin,275000.00,No,No,Second-Hand Dwelling house /Apartment,
20/07/2018,"11 FOXBOROUGH PARK, LUCAN, DUBLIN",,Dublin,271000.00,No,No,Second-Hand Dwelling house /Apartment,
20/07/2018,"11 Muileann Close, Kettle's Lane, Kinsealy",,Dublin,270000.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
20/07/2018,"11 Park View, Hansfield Wood, Hansfield",Dublin 15,Dublin,303965.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
20/07/2018,"11 Shackleton Grove, Shackleton Park, Lucan",,Dublin,295154.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
20/07/2018,"118 THE LINKS, ELMPARK, DUBLIN 4",Dublin 4,Dublin,460000.00,No,No,Second-Hand Dwelling house /Apartment,
20/07/2018,"12 CARMANHALL COURT, SANDYFORD, DUBLIN 18",Dublin 18,Dublin,425000.00,No,No,Second-Hand Dwelling house /Apartment,
20/07/2018,"13  Park House, Baldoyle",Dublin 13,Dublin,440088.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
20/07/2018,"13 WOODBROOK PARK, TEMPLEOGUE, DUBLIN 16",Dublin 16,Dublin,557500.00,No,No,Second-Hand Dwelling house /Apartment,
20/07/2018,"14 Park Row, Belltree, Clongriffin",Dublin 13,Dublin,317180.62,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
20/07/2018,"15 LITTLEWOOD, BELARMINE AVE, STEPASIDE",Dublin 18,Dublin,347000.00,No,No,Second-Hand Dwelling house /Apartment,
20/07/2018,"16 Elder Heath Crescent, Elder Heath, Kiltipper Road",Dublin 24,Dublin,259911.89,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
20/07/2018,"16 GLENGARA  PARK, DÚN LAOHHAIRE, DUBLIN",,Dublin,620000.00,No,No,Second-Hand Dwelling house /Apartment,
20/07/2018,"16 SLADE CASTLE VIEW, SAGGART, DUBLIN",Dublin 24,Dublin,185000.00,No,No,Second-Hand Dwelling house /Apartment,
20/07/2018,"165 ACADEMY BUILDING, PARK WEST POINT, DUBLIN 12",Dublin 12,Dublin,212000.00,No,No,Second-Hand Dwelling house /Apartment,
20/07/2018,"165 CLONMACNOISE ROAD, CRUMLIN, DUBLIN 12",Dublin 12,Dublin,325000.00,No,No,Second-Hand Dwelling house /Apartment,
20/07/2018,"17 SWEETBRIAR LANE, KILLMACUD, DUBLIN 14",Dublin 14,Dublin,618500.00,No,No,Second-Hand Dwelling house /Apartment,
